     X         I1 (Y=0.3254)     Error1      I2 (Y=0.4002)     Error2      I3 (Y=0.4999)     Error3      I4 (Y=0.5963)     Error4      I5 (Y=0.6986)     Error5      I6 (Y=0.7998)     Error6      I7 (Y=0.9002)     Error7       I8 (Y=1.000)     Error8       I9 (Y=1.100)     Error9      I10 (Y=1.200)    Error10      I11 (Y=1.300)    Error11      I12 (Y=1.400)    Error12      I13 (Y=1.500)    Error13      I14 (Y=1.600)    Error14      I15 (Y=1.700)    Error15      I16 (Y=1.801)    Error16      I17 (Y=1.901)    Error17      I18 (Y=2.001)    Error18      I19 (Y=2.075)    Error19    
 8.35343E-001   4.32389E+000   4.10838E+000   1.73275E+000   2.07716E+000   4.97028E-001   2.11961E-001   5.42649E-001   1.77430E-001   5.98363E-001   2.17229E-001   5.43548E-001   2.10936E-001   5.83403E-001   2.15318E-001   7.50690E-001   2.43044E-001   6.81487E-001   2.29267E-001   6.16041E-001   2.13519E-001   5.63282E-001   2.03297E-001   5.25590E-001   1.95742E-001   6.36939E-001   2.07096E-001   6.38539E-001   2.01182E-001   6.39484E-001   1.95292E-001   5.86082E-001   1.83046E-001   5.17228E-001   1.62229E-001   5.55293E-001   1.74863E-001   5.70125E-001   2.09634E-001
 8.40316E-001   2.49122E+000   2.49487E+000   1.29303E+000   1.45459E+000   5.18469E-001   2.08336E-001   4.55310E-001   1.65116E-001   4.54151E-001   1.87448E-001   5.15699E-001   2.05616E-001   7.01052E-001   2.37142E-001   7.49710E-001   2.44029E-001   7.02981E-001   2.33897E-001   5.42001E-001   2.00811E-001   5.99667E-001   2.10838E-001   5.63465E-001   2.02261E-001   6.62387E-001   2.11472E-001   6.02964E-001   1.97548E-001   5.53309E-001   1.82868E-001   6.56697E-001   1.91480E-001   6.77157E-001   1.87853E-001   6.57983E-001   1.88235E-001   5.41112E-001   1.99842E-001
 8.45272E-001   5.82024E+000   4.24177E+000   2.32681E+000   2.20048E+000   6.30130E-001   2.52326E-001   5.27383E-001   1.76732E-001   5.78473E-001   2.15025E-001   4.66434E-001   1.95586E-001   4.82204E-001   1.96142E-001   6.74266E-001   2.32069E-001   6.61966E-001   2.27979E-001   6.01223E-001   2.11501E-001   6.00933E-001   2.11295E-001   6.33488E-001   2.14813E-001   7.43635E-001   2.22853E-001   7.29389E-001   2.20942E-001   6.16497E-001   1.94160E-001   5.88711E-001   1.81476E-001   6.81150E-001   1.89186E-001   5.40098E-001   1.69820E-001   3.57783E-001   1.58545E-001
 8.50209E-001   9.72823E+000   5.75536E+000   3.07389E+000   2.73896E+000   6.55511E-001   2.65649E-001   5.15885E-001   1.78267E-001   5.43725E-001   2.08856E-001   4.34823E-001   1.89122E-001   5.78087E-001   2.14776E-001   5.81832E-001   2.15425E-001   6.91720E-001   2.32787E-001   6.28585E-001   2.15872E-001   6.55998E-001   2.19472E-001   6.61484E-001   2.19967E-001   5.74450E-001   1.97635E-001   6.53469E-001   2.08729E-001   7.10364E-001   2.08748E-001   6.57683E-001   1.92955E-001   4.83248E-001   1.59648E-001   4.58055E-001   1.60081E-001   3.94360E-001   1.72643E-001
 8.55137E-001   9.19519E+000   5.24870E+000   3.29634E+000   2.85363E+000   5.73177E-001   2.43755E-001   4.08872E-001   1.60664E-001   4.74369E-001   1.94593E-001   5.90102E-001   2.19353E-001   5.63463E-001   2.11558E-001   5.93415E-001   2.16753E-001   4.90046E-001   1.94661E-001   6.33779E-001   2.16948E-001   6.58930E-001   2.20502E-001   7.07484E-001   2.25282E-001   5.08691E-001   1.86712E-001   7.00627E-001   2.14412E-001   7.68555E-001   2.20013E-001   5.58746E-001   1.79352E-001   4.80723E-001   1.59387E-001   4.76506E-001   1.65935E-001   6.47250E-001   2.30584E-001
 8.60047E-001   1.07026E+001   6.27948E+000   3.28804E+000   2.92455E+000   6.33175E-001   2.50349E-001   3.99196E-001   1.52205E-001   4.84838E-001   1.95984E-001   7.29312E-001   2.43982E-001   6.83991E-001   2.33397E-001   5.25293E-001   2.03800E-001   4.36653E-001   1.83871E-001   5.59023E-001   2.04310E-001   6.33832E-001   2.17029E-001   5.44562E-001   1.97866E-001   4.12188E-001   1.67105E-001   6.34725E-001   2.03902E-001   6.23493E-001   1.98988E-001   4.73196E-001   1.65778E-001   4.62309E-001   1.55898E-001   4.58063E-001   1.60983E-001   4.54632E-001   1.88171E-001
 8.64945E-001   8.38442E+000   6.21620E+000   3.40481E+000   3.51938E+000   6.95815E-001   2.62373E-001   5.34668E-001   1.81329E-001   5.55338E-001   2.11523E-001   6.17540E-001   2.25696E-001   6.20447E-001   2.23745E-001   4.91862E-001   1.98449E-001   6.00113E-001   2.17196E-001   7.57768E-001   2.39222E-001   6.06628E-001   2.12110E-001   4.96995E-001   1.87505E-001   4.00074E-001   1.64879E-001   5.25910E-001   1.86060E-001   6.01643E-001   1.95044E-001   6.14493E-001   1.87584E-001   5.24834E-001   1.64411E-001   4.55053E-001   1.60764E-001   5.32490E-001   2.03128E-001
 8.69827E-001   1.37370E+001   9.22144E+000   3.66127E+000   4.25449E+000   5.78908E-001   2.33982E-001   4.03853E-001   1.53864E-001   4.39832E-001   1.88124E-001   5.83184E-001   2.19079E-001   5.98487E-001   2.20107E-001   6.57600E-001   2.31149E-001   6.81937E-001   2.32787E-001   6.33591E-001   2.19525E-001   5.02138E-001   1.92751E-001   5.87737E-001   2.04231E-001   5.88599E-001   2.00281E-001   5.92377E-001   1.96565E-001   6.88858E-001   2.06106E-001   6.24130E-001   1.90445E-001   4.89321E-001   1.59664E-001   4.19038E-001   1.56159E-001   5.15224E-001   2.00588E-001
 8.74694E-001   1.03751E+001   7.40122E+000   3.35921E+000   3.95772E+000   4.18455E-001   1.85282E-001   3.64937E-001   1.48475E-001   4.16859E-001   1.83234E-001   5.57350E-001   2.15503E-001   7.85901E-001   2.53097E-001   7.14811E-001   2.41731E-001   8.02290E-001   2.53990E-001   7.64078E-001   2.41307E-001   5.80152E-001   2.07914E-001   5.77934E-001   2.03920E-001   6.21999E-001   2.06978E-001   7.71310E-001   2.24314E-001   7.30842E-001   2.12122E-001   5.34434E-001   1.75113E-001   5.05729E-001   1.64100E-001   4.75064E-001   1.64925E-001   4.63930E-001   1.91565E-001
 8.79546E-001   1.07781E+001   7.13167E+000   2.90374E+000   3.44429E+000   4.41550E-001   1.98290E-001   4.54546E-001   1.63930E-001   5.06322E-001   2.03130E-001   5.05793E-001   2.05828E-001   6.73834E-001   2.34711E-001   7.65435E-001   2.50428E-001   7.47240E-001   2.44656E-001   8.35761E-001   2.52292E-001   6.70066E-001   2.24184E-001   8.26946E-001   2.45201E-001   7.14872E-001   2.22451E-001   6.22105E-001   2.02621E-001   5.90377E-001   1.90902E-001   5.93825E-001   1.84373E-001   5.68328E-001   1.74612E-001   4.94642E-001   1.68773E-001   5.77681E-001   2.18372E-001
 8.84383E-001   9.59549E+000   7.46035E+000   3.35284E+000   3.98422E+000   4.92269E-001   2.33231E-001   3.88147E-001   1.55485E-001   4.55662E-001   1.94350E-001   4.16249E-001   1.87323E-001   4.97130E-001   2.03050E-001   5.81132E-001   2.18962E-001   6.75964E-001   2.33476E-001   5.95510E-001   2.14182E-001   6.25758E-001   2.17441E-001   6.36152E-001   2.14736E-001   7.02882E-001   2.20847E-001   7.58740E-001   2.24954E-001   6.39884E-001   1.99288E-001   6.83749E-001   1.98026E-001   6.16838E-001   1.81979E-001   4.71122E-001   1.63690E-001   4.47057E-001   1.86013E-001
 8.89205E-001   1.22278E+001   9.11018E+000   3.21420E+000   4.18676E+000   5.68016E-001   2.31346E-001   3.74659E-001   1.53842E-001   3.50264E-001   1.70488E-001   3.79898E-001   1.80250E-001   3.75934E-001   1.76322E-001   5.06452E-001   2.04309E-001   6.49257E-001   2.29774E-001   5.05444E-001   1.98528E-001   5.53468E-001   2.05101E-001   5.88925E-001   2.07193E-001   5.21504E-001   1.91231E-001   5.37865E-001   1.89838E-001   5.79547E-001   1.89882E-001   5.70439E-001   1.81589E-001   5.70483E-001   1.74509E-001   6.26153E-001   1.88048E-001   6.77707E-001   2.28623E-001
 8.94012E-001   3.90213E+000   4.81807E+000   1.69679E+000   2.79529E+000   4.24143E-001   2.13315E-001   3.71842E-001   1.52689E-001   3.69007E-001   1.74782E-001   3.96400E-001   1.83994E-001   3.64914E-001   1.74043E-001   5.91921E-001   2.20683E-001   5.64448E-001   2.15099E-001   5.11941E-001   1.98843E-001   5.39053E-001   2.01872E-001   5.59869E-001   2.01987E-001   6.08778E-001   2.07171E-001   4.62195E-001   1.76279E-001   4.85394E-001   1.73639E-001   6.17564E-001   1.88715E-001   5.91368E-001   1.76742E-001   6.28426E-001   1.92893E-001   8.09612E-001   2.53341E-001
 8.98804E-001   1.83045E+000   2.17888E+000   1.16156E+000   1.28435E+000   3.88962E-001   2.24171E-001   3.32783E-001   1.37548E-001   3.85048E-001   1.77838E-001   4.97267E-001   2.05832E-001   6.09780E-001   2.25030E-001   4.68249E-001   1.97143E-001   4.59301E-001   1.92614E-001   5.37700E-001   2.02891E-001   7.01718E-001   2.26819E-001   5.28159E-001   1.97115E-001   5.85102E-001   2.03354E-001   7.26781E-001   2.20994E-001   6.60550E-001   2.03798E-001   5.87790E-001   1.84550E-001   5.13628E-001   1.64420E-001   4.72739E-001   1.66704E-001   5.45467E-001   2.08250E-001
 9.03580E-001   7.43483E+000   6.79351E+000   2.57375E+000   3.68322E+000   3.65969E-001   1.88518E-001   2.98326E-001   1.38056E-001   5.26334E-001   2.12018E-001   5.68214E-001   2.19763E-001   5.63929E-001   2.17163E-001   4.60339E-001   1.94768E-001   4.94202E-001   1.98017E-001   5.99334E-001   2.18023E-001   6.90486E-001   2.27545E-001   5.25785E-001   1.97904E-001   5.17922E-001   1.89603E-001   5.37166E-001   1.90111E-001   6.61086E-001   2.07870E-001   5.08012E-001   1.73389E-001   4.47609E-001   1.52993E-001   4.18296E-001   1.54431E-001   4.21187E-001   1.81947E-001
 9.08344E-001   1.61096E+001   1.07701E+001   3.92034E+000   4.95275E+000   3.43965E-001   1.71120E-001   3.15887E-001   1.42163E-001   4.82344E-001   2.01970E-001   6.83915E-001   2.42028E-001   6.50973E-001   2.34706E-001   6.16929E-001   2.25488E-001   5.31008E-001   2.06246E-001   7.36793E-001   2.44819E-001   6.32547E-001   2.20212E-001   5.43067E-001   2.01913E-001   6.66946E-001   2.13152E-001   6.58506E-001   2.11058E-001   4.61876E-001   1.74271E-001   4.10872E-001   1.55369E-001   5.39099E-001   1.67947E-001   5.38651E-001   1.73368E-001   4.96404E-001   1.96491E-001
 9.13098E-001   1.08347E+001   7.74232E+000   3.58340E+000   4.20791E+000   4.43368E-001   2.54578E-001   3.83199E-001   1.53851E-001   5.25625E-001   2.12611E-001   6.25564E-001   2.31786E-001   6.35242E-001   2.31285E-001   6.15399E-001   2.25692E-001   6.21427E-001   2.22799E-001   6.13851E-001   2.22433E-001   5.58755E-001   2.06766E-001   5.52940E-001   2.03296E-001   5.78683E-001   2.00260E-001   5.39678E-001   1.90413E-001   4.68587E-001   1.73141E-001   4.93728E-001   1.69707E-001   5.87215E-001   1.77890E-001   5.66261E-001   1.77477E-001   4.33797E-001   1.82663E-001
 9.17831E-001   9.89668E+000   6.46657E+000   3.13688E+000   3.13015E+000   6.34395E-001   3.42213E-001   3.68628E-001   1.51781E-001   3.68316E-001   1.75438E-001   4.69715E-001   2.01383E-001   6.07024E-001   2.27092E-001   5.17191E-001   2.07940E-001   4.31555E-001   1.86016E-001   5.62570E-001   2.13105E-001   6.02305E-001   2.14059E-001   6.15622E-001   2.13331E-001   6.55300E-001   2.16353E-001   5.18335E-001   1.87653E-001   5.18384E-001   1.81306E-001   5.31982E-001   1.77146E-001   4.48158E-001   1.56008E-001   4.97621E-001   1.68898E-001   5.13810E-001   2.02547E-001
 9.22550E-001   6.45723E+000   5.15379E+000   2.72779E+000   2.78823E+000   6.03626E-001   3.37475E-001   4.30224E-001   1.59616E-001   3.19587E-001   1.60126E-001   4.06009E-001   1.87417E-001   4.95161E-001   2.05688E-001   5.21610E-001   2.08010E-001   5.35676E-001   2.05636E-001   4.44790E-001   1.86538E-001   4.98899E-001   1.96703E-001   5.88188E-001   2.09472E-001   5.54765E-001   1.99448E-001   6.15195E-001   2.05362E-001   5.72683E-001   1.90700E-001   5.74963E-001   1.83614E-001   5.31804E-001   1.68992E-001   4.30369E-001   1.58886E-001   4.34189E-001   1.85992E-001
 9.27261E-001   6.17883E+000   5.45729E+000   2.23628E+000   2.71224E+000   5.39184E-001   3.38701E-001   4.13196E-001   1.61978E-001   3.94907E-001   1.81436E-001   5.57623E-001   2.19762E-001   5.46288E-001   2.15233E-001   4.33742E-001   1.89468E-001   4.24439E-001   1.82798E-001   5.06800E-001   1.99659E-001   6.67473E-001   2.30499E-001   5.38303E-001   2.01609E-001   5.26212E-001   1.94245E-001   5.12812E-001   1.87576E-001   5.42376E-001   1.85287E-001   6.72384E-001   1.98297E-001   6.54564E-001   1.86685E-001   4.19104E-001   1.56522E-001   4.18425E-001   1.83124E-001
 9.31950E-001   7.90684E+000   6.37106E+000   3.11955E+000   3.37575E+000   6.08645E-001   3.71483E-001   3.24224E-001   1.50974E-001   5.09259E-001   2.12872E-001   6.01588E-001   2.29295E-001   5.55938E-001   2.18160E-001   4.32582E-001   1.89858E-001   5.15665E-001   2.02384E-001   6.88301E-001   2.33470E-001   5.90382E-001   2.17246E-001   4.30488E-001   1.80637E-001   5.07470E-001   1.91274E-001   4.73007E-001   1.80422E-001   5.06317E-001   1.78811E-001   5.57798E-001   1.81341E-001   4.53326E-001   1.56449E-001   4.47797E-001   1.62822E-001   5.84300E-001   2.17745E-001
 9.36630E-001   1.32584E+001   8.51924E+000   3.81872E+000   4.20551E+000   5.98850E-001   3.47590E-001   3.58183E-001   1.56216E-001   5.87418E-001   2.29642E-001   4.75722E-001   2.04968E-001   4.19144E-001   1.89419E-001   5.39581E-001   2.13492E-001   6.60871E-001   2.30285E-001   6.55203E-001   2.27557E-001   5.47697E-001   2.08775E-001   4.83073E-001   1.91288E-001   4.91881E-001   1.88811E-001   6.34596E-001   2.09545E-001   5.83179E-001   1.92687E-001   5.91103E-001   1.87705E-001   4.55572E-001   1.57255E-001   4.88241E-001   1.70332E-001   5.49958E-001   2.11619E-001
 9.41299E-001   1.19528E+001   8.99864E+000   3.96918E+000   4.47330E+000   6.21579E-001   3.49754E-001   3.93718E-001   1.62855E-001   5.16923E-001   2.12208E-001   4.99627E-001   2.09478E-001   4.65149E-001   2.00251E-001   6.84256E-001   2.42135E-001   5.28890E-001   2.06962E-001   5.72435E-001   2.12715E-001   5.66663E-001   2.12202E-001   5.39244E-001   2.01979E-001   4.90821E-001   1.89086E-001   6.49667E-001   2.12195E-001   7.12300E-001   2.14271E-001   6.62789E-001   1.98857E-001   4.62377E-001   1.58627E-001   4.79399E-001   1.70620E-001   6.53912E-001   2.32225E-001
 9.45950E-001   8.84552E+000   7.30768E+000   2.96910E+000   3.62585E+000   6.37170E-001   3.35005E-001   4.43409E-001   1.76565E-001   4.99610E-001   2.08133E-001   6.04408E-001   2.30312E-001   5.58462E-001   2.19989E-001   5.42084E-001   2.15329E-001   4.73480E-001   1.96043E-001   4.72233E-001   1.93704E-001   5.26358E-001   2.03545E-001   5.29379E-001   2.00361E-001   5.99349E-001   2.08917E-001   6.37314E-001   2.09898E-001   7.46820E-001   2.18402E-001   8.02376E-001   2.17140E-001   5.74240E-001   1.78530E-001   5.77664E-001   1.84545E-001   6.32061E-001   2.25445E-001
 9.50588E-001   3.20496E+000   3.97060E+000   1.80736E+000   2.31519E+000   7.03919E-001   2.78324E-001   4.28360E-001   1.66017E-001   4.95830E-001   2.07890E-001   6.54383E-001   2.39962E-001   6.90612E-001   2.43586E-001   4.85804E-001   2.01085E-001   4.28467E-001   1.88078E-001   4.48255E-001   1.90409E-001   5.16950E-001   2.02186E-001   5.13624E-001   1.97985E-001   5.09694E-001   1.92356E-001   6.12722E-001   2.03513E-001   6.23893E-001   1.99177E-001   8.38952E-001   2.24129E-001   7.49938E-001   2.05349E-001   5.58811E-001   1.79766E-001   5.55355E-001   2.05011E-001
 9.55204E-001   3.92409E+000   4.39182E+000   1.86683E+000   2.12750E+000   6.52911E-001   2.69113E-001   3.23241E-001   1.45843E-001   4.50395E-001   1.98158E-001   6.20664E-001   2.33972E-001   5.48104E-001   2.16067E-001   5.32275E-001   2.09105E-001   5.51929E-001   2.15108E-001   5.53146E-001   2.11566E-001   6.18584E-001   2.21707E-001   5.64159E-001   2.07178E-001   5.14443E-001   1.90767E-001   5.05813E-001   1.86224E-001   5.75980E-001   1.92279E-001   6.69081E-001   2.01191E-001   6.08295E-001   1.83546E-001   4.87751E-001   1.65893E-001   3.63244E-001   1.66386E-001
 9.59820E-001   5.16436E+000   5.35287E+000   2.16300E+000   2.83728E+000   5.59472E-001   3.04673E-001   4.42331E-001   1.66328E-001   3.54991E-001   1.72966E-001   4.75509E-001   2.05782E-001   6.80489E-001   2.42432E-001   6.80192E-001   2.37178E-001   5.39648E-001   2.12823E-001   5.17638E-001   2.05677E-001   5.27369E-001   2.04788E-001   5.74781E-001   2.08282E-001   5.15614E-001   1.91131E-001   4.47309E-001   1.75718E-001   5.99390E-001   1.97381E-001   6.45309E-001   1.97704E-001   5.52441E-001   1.73913E-001   4.70225E-001   1.64660E-001   3.95055E-001   1.77254E-001
 9.64414E-001   5.89178E+000   6.45398E+000   2.18006E+000   3.03034E+000   5.59098E-001   3.30142E-001   4.26511E-001   1.64681E-001   4.22438E-001   1.90316E-001   5.18879E-001   2.16567E-001   7.44751E-001   2.54252E-001   6.29584E-001   2.29540E-001   7.07655E-001   2.45947E-001   6.20301E-001   2.26781E-001   5.59425E-001   2.11748E-001   6.75937E-001   2.26345E-001   5.79729E-001   2.03350E-001   5.25952E-001   1.91719E-001   5.20634E-001   1.84479E-001   4.25759E-001   1.60204E-001   5.06106E-001   1.65945E-001   5.76040E-001   1.83177E-001   6.14097E-001   2.23329E-001
 9.68994E-001   2.68250E+000   3.53215E+000   1.53996E+000   2.04269E+000   5.60616E-001   2.91846E-001   4.09302E-001   1.69601E-001   5.23208E-001   2.15391E-001   5.82266E-001   2.29437E-001   5.07780E-001   2.10182E-001   5.48131E-001   2.15265E-001   5.58305E-001   2.20147E-001   5.21698E-001   2.08922E-001   5.44961E-001   2.10022E-001   5.77068E-001   2.10489E-001   5.13740E-001   1.92495E-001   6.31437E-001   2.11344E-001   4.35540E-001   1.71162E-001   3.07278E-001   1.37126E-001   3.35973E-001   1.34801E-001   4.77333E-001   1.68698E-001   5.49774E-001   2.07877E-001
 9.73561E-001   5.18048E+000   6.04234E+000   2.18692E+000   3.50019E+000   4.12477E-001   2.30668E-001   3.86156E-001   1.65279E-001   4.77780E-001   2.07027E-001   5.87051E-001   2.31307E-001   4.51068E-001   1.98992E-001   4.39564E-001   1.93052E-001   4.69949E-001   2.01579E-001   4.21662E-001   1.87014E-001   4.45339E-001   1.88443E-001   4.92909E-001   1.97121E-001   6.40167E-001   2.15108E-001   6.06497E-001   2.07035E-001   5.29234E-001   1.88584E-001   4.31806E-001   1.62999E-001   3.97445E-001   1.48018E-001   4.26521E-001   1.60509E-001   6.02246E-001   2.19259E-001
 9.78119E-001   1.58236E+001   1.09741E+001   3.97296E+000   4.92773E+000   4.70638E-001   2.65761E-001   3.47532E-001   1.55777E-001   4.10948E-001   1.92789E-001   4.34552E-001   1.98657E-001   5.55687E-001   2.20830E-001   4.39486E-001   1.93969E-001   5.70361E-001   2.22259E-001   5.87197E-001   2.19161E-001   5.01468E-001   1.99246E-001   4.97050E-001   1.97995E-001   6.72789E-001   2.20607E-001   7.63768E-001   2.32673E-001   6.07536E-001   2.01272E-001   5.43062E-001   1.81437E-001   5.12966E-001   1.68114E-001   4.62067E-001   1.64965E-001   4.24045E-001   1.85162E-001
 9.82662E-001   9.14450E+000   7.80262E+000   3.81170E+000   4.52273E+000   5.41638E-001   2.73877E-001   3.97261E-001   1.67381E-001   5.62122E-001   2.27213E-001   5.77587E-001   2.27886E-001   6.88234E-001   2.41471E-001   5.95800E-001   2.27897E-001   6.34990E-001   2.34411E-001   5.62254E-001   2.15149E-001   5.30672E-001   2.03793E-001   4.79010E-001   1.92721E-001   7.26409E-001   2.32947E-001   7.74032E-001   2.36432E-001   5.90689E-001   1.98589E-001   4.91812E-001   1.71130E-001   4.78471E-001   1.62014E-001   4.96795E-001   1.70155E-001   4.16686E-001   1.85178E-001
 9.87184E-001   1.59537E+001   9.52533E+000   4.28903E+000   4.40380E+000   4.68523E-001   2.38221E-001   3.43191E-001   1.53876E-001   3.75361E-001   1.82518E-001   6.16973E-001   2.34442E-001   7.57397E-001   2.53467E-001   7.67001E-001   2.59524E-001   6.79811E-001   2.43620E-001   6.13872E-001   2.25223E-001   5.06673E-001   1.99721E-001   5.36801E-001   2.03771E-001   7.20256E-001   2.33227E-001   7.32210E-001   2.29680E-001   5.74151E-001   1.95190E-001   4.36526E-001   1.61435E-001   5.28773E-001   1.70930E-001   4.59419E-001   1.64167E-001   3.63102E-001   1.70806E-001
 9.91699E-001   1.43614E+001   8.50329E+000   4.32688E+000   4.52091E+000   5.03094E-001   2.17303E-001   3.80698E-001   1.69999E-001   4.71100E-001   2.08095E-001   4.40139E-001   1.98256E-001   6.13025E-001   2.28700E-001   6.81602E-001   2.45041E-001   6.61275E-001   2.41679E-001   5.27005E-001   2.09459E-001   5.28911E-001   2.04518E-001   7.26773E-001   2.38504E-001   6.23634E-001   2.17940E-001   5.57264E-001   2.00087E-001   5.74025E-001   1.92956E-001   4.80635E-001   1.71325E-001   4.05302E-001   1.50376E-001   3.98026E-001   1.53262E-001   4.03067E-001   1.79145E-001
 9.96202E-001   1.36493E+001   9.56607E+000   3.81597E+000   4.67302E+000   4.63220E-001   1.83942E-001   4.53085E-001   1.76871E-001   4.08557E-001   1.90775E-001   4.57765E-001   2.03152E-001   6.11494E-001   2.29025E-001   6.78281E-001   2.45467E-001   5.99618E-001   2.30146E-001   5.86391E-001   2.20378E-001   6.59053E-001   2.28289E-001   6.23444E-001   2.20625E-001   5.79988E-001   2.10560E-001   5.96011E-001   2.07429E-001   5.65825E-001   1.92303E-001   4.54505E-001   1.67351E-001   3.79007E-001   1.45794E-001   4.12286E-001   1.56127E-001   4.16893E-001   1.82095E-001
 1.00069E+000   1.45696E+001   9.86405E+000   3.96808E+000   4.95240E+000   3.91876E-001   1.52059E-001   3.61913E-001   1.50011E-001   4.82392E-001   2.07601E-001   6.33170E-001   2.40483E-001   6.59991E-001   2.40531E-001   7.07394E-001   2.51889E-001   6.13101E-001   2.31982E-001   6.20220E-001   2.26019E-001   7.29792E-001   2.39571E-001   5.87188E-001   2.13892E-001   4.30391E-001   1.81386E-001   4.45588E-001   1.77265E-001   4.93537E-001   1.81738E-001   4.85232E-001   1.74101E-001   4.36688E-001   1.56951E-001   4.07068E-001   1.53909E-001   3.88648E-001   1.77816E-001
 1.00516E+000   1.31510E+001   9.79086E+000   3.76533E+000   4.89017E+000   4.52664E-001   1.93383E-001   3.29742E-001   1.44847E-001   5.36776E-001   2.17414E-001   7.14935E-001   2.56159E-001   6.82985E-001   2.47950E-001   6.59027E-001   2.42419E-001   5.60784E-001   2.21941E-001   6.37369E-001   2.29940E-001   5.95402E-001   2.18387E-001   5.56533E-001   2.08417E-001   4.34385E-001   1.81589E-001   4.04509E-001   1.68341E-001   4.71773E-001   1.77288E-001   6.40784E-001   2.00636E-001   5.14022E-001   1.70182E-001   4.59722E-001   1.63071E-001   4.02730E-001   1.81055E-001
 1.00963E+000   1.40681E+001   1.03156E+001   4.49000E+000   5.28241E+000   6.27506E-001   2.53872E-001   3.51810E-001   1.57663E-001   5.44397E-001   2.19481E-001   6.60235E-001   2.46182E-001   5.21634E-001   2.17649E-001   6.49200E-001   2.41278E-001   6.64863E-001   2.39069E-001   5.84057E-001   2.20921E-001   5.90347E-001   2.20250E-001   5.76076E-001   2.12209E-001   6.18291E-001   2.13015E-001   5.48893E-001   1.98719E-001   6.07300E-001   2.02740E-001   6.06061E-001   1.95182E-001   4.95744E-001   1.65965E-001   5.16352E-001   1.73466E-001   4.78915E-001   1.93383E-001
 1.01407E+000   1.73646E+001   1.18121E+001   4.69751E+000   5.75136E+000   5.06552E-001   2.21696E-001   3.83642E-001   1.64329E-001   5.05338E-001   2.09790E-001   4.93158E-001   2.12319E-001   4.95184E-001   2.12212E-001   6.81434E-001   2.48231E-001   6.38478E-001   2.34180E-001   6.58591E-001   2.34452E-001   5.65562E-001   2.17949E-001   4.79218E-001   1.93781E-001   6.33798E-001   2.15732E-001   6.21068E-001   2.11961E-001   6.22292E-001   2.06136E-001   5.70504E-001   1.87645E-001   5.40917E-001   1.73699E-001   5.41145E-001   1.78246E-001   5.60218E-001   2.10548E-001
 1.01851E+000   1.64227E+001   1.12835E+001   5.04772E+000   5.77921E+000   6.52914E-001   4.00201E-001   5.20889E-001   1.87126E-001   6.79905E-001   2.43658E-001   4.54421E-001   2.03317E-001   4.40603E-001   2.01209E-001   6.69261E-001   2.46257E-001   6.47446E-001   2.35175E-001   6.28181E-001   2.29516E-001   6.42464E-001   2.33374E-001   5.73488E-001   2.12133E-001   6.08292E-001   2.11383E-001   5.93500E-001   2.08075E-001   5.24691E-001   1.89006E-001   5.91553E-001   1.90365E-001   5.29790E-001   1.72663E-001   4.79368E-001   1.66810E-001   3.57814E-001   1.67122E-001
 1.02293E+000   2.11735E+001   1.16112E+001   6.37500E+000   5.82626E+000   8.88386E-001   6.24433E-001   4.37435E-001   1.75653E-001   6.12309E-001   2.31721E-001   5.79133E-001   2.30789E-001   4.88518E-001   2.12252E-001   6.18288E-001   2.37301E-001   5.44301E-001   2.17088E-001   5.41545E-001   2.14201E-001   5.51615E-001   2.15889E-001   6.53355E-001   2.27285E-001   5.78326E-001   2.07337E-001   4.75906E-001   1.86101E-001   5.13590E-001   1.86802E-001   5.74988E-001   1.87950E-001   4.87826E-001   1.66226E-001   3.40803E-001   1.41105E-001   2.86381E-001   1.50953E-001
 1.02734E+000   1.59901E+001   1.02273E+001   5.34910E+000   5.07079E+000   7.74005E-001   6.07369E-001   4.26986E-001   1.74302E-001   5.01654E-001   2.10082E-001   3.88770E-001   1.89759E-001   5.89900E-001   2.34163E-001   5.59591E-001   2.25856E-001   5.69603E-001   2.21924E-001   6.00246E-001   2.26204E-001   5.70776E-001   2.20051E-001   6.32557E-001   2.24843E-001   5.55942E-001   2.03925E-001   5.11074E-001   1.92001E-001   5.52818E-001   1.94050E-001   4.83669E-001   1.73061E-001   4.22935E-001   1.54406E-001   4.57835E-001   1.62368E-001   4.28674E-001   1.83452E-001
 1.03174E+000   9.11526E+000   8.13818E+000   3.44615E+000   4.69283E+000   5.99388E-001   3.85870E-001   4.08780E-001   1.70015E-001   4.59892E-001   2.01529E-001   3.83404E-001   1.89438E-001   5.35052E-001   2.23241E-001   6.17675E-001   2.37135E-001   7.46384E-001   2.54023E-001   5.78183E-001   2.22687E-001   7.33327E-001   2.50427E-001   7.42040E-001   2.44452E-001   6.27677E-001   2.18158E-001   6.51854E-001   2.17039E-001   5.65600E-001   1.95042E-001   3.72713E-001   1.52589E-001   4.67302E-001   1.62246E-001   5.28625E-001   1.75893E-001   4.65672E-001   1.90219E-001
